ZIP,geometry
95816,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.450557,38.59002,0.0 -121.458805,38.558677,0.0 -121.474201,38.563076,0.0 -121.483549,38.565276,0.0 -121.473102,38.592769,0.0 -121.450557,38.59002,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90250,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.378433,33.923823,0.0 -118.370185,33.926022,0.0 -118.364686,33.929871,0.0 -118.343791,33.930971,0.0 -118.317947,33.930971,0.0 -118.314098,33.916675,0.0 -118.333344,33.89468,0.0 -118.378433,33.901828,0.0 -118.378433,33.923823,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94041,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.091705,37.400651,0.0 -122.052115,37.386904,0.0 -122.059813,37.375357,0.0 -122.091705,37.400651,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95242,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.376874,38.072592,0.0 -121.568779,38.08139,0.0 -121.578127,38.085239,0.0 -121.569329,38.096786,0.0 -121.506644,38.223806,0.0 -121.430762,38.226006,0.0 -121.411516,38.232604,0.0 -121.321887,38.189165,0.0 -121.298243,38.155623,0.0 -121.288895,38.153423,0.0 -121.286696,38.057196,0.0 -121.296043,38.057196,0.0 -121.324637,38.057196,0.0 -121.376874,38.072592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94510,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.20058,38.061595,0.0 -122.170887,38.140226,0.0 -122.064212,38.118781,0.0 -122.20058,38.061595,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90605,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.034214,33.917224,0.0 -118.038063,33.917224,0.0 -118.049611,33.953516,0.0 -118.01057,33.963414,0.0 -117.984726,33.974961,0.0 -117.975378,33.973861,0.0 -117.975928,33.966163,0.0 -118.025416,33.948567,0.0 -118.034214,33.917224,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91776,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.108447,34.072288,0.0 -118.113396,34.101431,0.0 -118.077104,34.10363,0.0 -118.073255,34.090433,0.0 -118.108447,34.072288,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94608,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.301206,37.847145,0.0 -122.286359,37.850445,0.0 -122.278111,37.847695,0.0 -122.271513,37.847145,0.0 -122.274262,37.818002,0.0 -122.275912,37.818552,0.0 -122.296257,37.831749,0.0 -122.301206,37.847145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93441,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.114923,34.65625,0.0 -120.140766,34.647452,0.0 -120.157263,34.686493,0.0 -120.159462,34.734881,0.0 -119.983504,34.703539,0.0 -120.114923,34.65625,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90038,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.338842,34.083285,0.0 -118.344341,34.083285,0.0 -118.344341,34.094283,0.0 -118.309149,34.094832,0.0 -118.309149,34.083285,0.0 -118.338842,34.083285,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94133,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.400732,37.805905,0.0 -122.405131,37.796008,0.0 -122.415029,37.794908,0.0 -122.419428,37.808655,0.0 -122.400732,37.805905,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94603,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.195631,37.723425,0.0 -122.165938,37.753668,0.0 -122.148342,37.741021,0.0 -122.195631,37.723425,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94404,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.277561,37.534269,0.0 -122.287459,37.567812,0.0 -122.265464,37.534269,0.0 -122.277561,37.534269,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95388,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.577363,37.374257,0.0 -120.658744,37.36271,0.0 -120.663693,37.422646,0.0 -120.618603,37.44904,0.0 -120.444845,37.494679,0.0 -120.429998,37.4045,0.0 -120.481136,37.414398,0.0 -120.577363,37.374257,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90046,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.361387,34.083835,0.0 -118.370185,34.083835,0.0 -118.39163,34.10638,0.0 -118.39053,34.122326,0.0 -118.364686,34.129474,0.0 -118.344891,34.10418,0.0 -118.344341,34.094283,0.0 -118.344341,34.083285,0.0 -118.361387,34.083835,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94928,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.666869,38.342028,0.0 -122.666869,38.314535,0.0 -122.732304,38.349727,0.0 -122.685565,38.372271,0.0 -122.666869,38.342028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95064,
94131,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.428776,37.734972,0.0 -122.444172,37.731673,0.0 -122.459018,37.747069,0.0 -122.463417,37.753118,0.0 -122.456819,37.763565,0.0 -122.45132,37.759716,0.0 -122.424927,37.748719,0.0 -122.428776,37.734972,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92653,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.694945,33.606548,0.0 -117.6735,33.580154,0.0 -117.692745,33.562558,0.0 -117.748282,33.59775,0.0 -117.759829,33.604898,0.0 -117.747732,33.619195,0.0 -117.720788,33.627993,0.0 -117.694945,33.606548,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
96002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.36719,40.585498,0.0 -122.261065,40.560204,0.0 -122.259966,40.515665,0.0 -122.36774,40.505217,0.0 -122.36719,40.585498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91304,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.614877,34.208106,0.0 -118.673163,34.238898,0.0 -118.638522,34.254295,0.0 -118.588483,34.235599,0.0 -118.588483,34.208106,0.0 -118.614877,34.208106,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92234,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.442341,33.837493,0.0 -116.460486,33.742916,0.0 -116.492929,33.816048,0.0 -116.493479,33.867186,0.0 -116.463236,33.875434,0.0 -116.442341,33.837493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.192577,34.06349,0.0 -118.196976,34.06459,0.0 -118.190377,34.097582,0.0 -118.17828,34.10418,0.0 -118.155186,34.098682,0.0 -118.160685,34.088784,0.0 -118.162334,34.069538,0.0 -118.169482,34.06239,0.0 -118.192577,34.06349,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95610,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.262501,38.678549,0.0 -121.292194,38.663702,0.0 -121.290545,38.721439,0.0 -121.242706,38.71814,0.0 -121.262501,38.678549,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
96114,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.734626,40.117009,0.0 -120.720879,40.308364,0.0 -120.42285,40.365,0.0 -120.344218,40.336957,0.0 -120.4201,40.28032,0.0 -120.436047,40.23853,0.0 -120.461341,40.205538,0.0 -120.564166,40.101063,0.0 -120.528425,39.947099,0.0 -120.594959,39.961946,0.0 -120.734626,40.117009,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94070,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.256116,37.517223,0.0 -122.248418,37.521622,0.0 -122.244569,37.507876,0.0 -122.244569,37.494129,0.0 -122.302306,37.493029,0.0 -122.256116,37.517223,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91403,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.47576,34.126175,0.0 -118.480709,34.130024,0.0 -118.469711,34.164666,0.0 -118.448816,34.164666,0.0 -118.455415,34.133323,0.0 -118.47576,34.126175,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92627,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.88465,33.658786,0.0 -117.908294,33.628543,0.0 -117.953384,33.642839,0.0 -117.946785,33.667583,0.0 -117.8819,33.666484,0.0 -117.88465,33.658786,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94574,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.521154,38.471248,0.0 -122.546448,38.521286,0.0 -122.569542,38.529534,0.0 -122.505208,38.557028,0.0 -122.483213,38.550429,0.0 -122.473315,38.559227,0.0 -122.346295,38.542731,0.0 -122.417228,38.616964,0.0 -122.289109,38.618613,0.0 -122.214876,38.508089,0.0 -122.492011,38.454752,0.0 -122.521154,38.471248,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95126,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.931693,37.297275,0.0 -121.937742,37.337966,0.0 -121.931693,37.351163,0.0 -121.892102,37.323669,0.0 -121.931693,37.297275,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92563,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.101085,33.569707,0.0 -117.16652,33.528466,0.0 -117.168169,33.530666,0.0 -117.170918,33.612047,0.0 -117.136827,33.620295,0.0 -117.101085,33.569707,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91748,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.934138,33.972761,0.0 -117.948435,34.013452,0.0 -117.891248,34.003554,0.0 -117.872003,34.003004,0.0 -117.853307,33.962864,0.0 -117.869253,33.945818,0.0 -117.919841,33.945818,0.0 -117.934138,33.972761,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90804,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.167833,33.775358,0.0 -118.167833,33.789655,0.0 -118.151337,33.796253,0.0 -118.122743,33.775358,0.0 -118.167833,33.775358,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94109,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.41173,37.788859,0.0 -122.427676,37.782261,0.0 -122.429875,37.794908,0.0 -122.426576,37.807555,0.0 -122.419428,37.808655,0.0 -122.415029,37.794908,0.0 -122.41173,37.788859,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94111,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.399083,37.791059,0.0 -122.404581,37.792708,0.0 -122.405131,37.796008,0.0 -122.400732,37.805905,0.0 -122.391934,37.794358,0.0 -122.399083,37.791059,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93312,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.252726,35.303447,0.0 -119.336307,35.355135,0.0 -119.375897,35.442014,0.0 -119.172995,35.506349,0.0 -119.092164,35.363932,0.0 -119.252726,35.303447,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92701,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.856057,33.759962,0.0 -117.854407,33.733568,0.0 -117.876402,33.734668,0.0 -117.876402,33.755563,0.0 -117.856057,33.759962,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91367,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.56209,34.173464,0.0 -118.637422,34.159717,0.0 -118.668215,34.176763,0.0 -118.668215,34.185011,0.0 -118.614877,34.186661,0.0 -118.588483,34.18831,0.0 -118.570888,34.186661,0.0 -118.56209,34.19051,0.0 -118.56209,34.184461,0.0 -118.56209,34.173464,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95650,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.106338,38.817116,0.0 -121.108538,38.783024,0.0 -121.204765,38.775326,0.0 -121.232808,38.823165,0.0 -121.234458,38.839661,0.0 -121.221811,38.851758,0.0 -121.13933,38.840211,0.0 -121.106338,38.817116,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94549,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.040018,37.821302,0.0 -122.049915,37.816353,0.0 -122.142843,37.86859,0.0 -122.164288,37.921378,0.0 -122.102703,37.95547,0.0 -122.087856,37.925227,0.0 -122.085107,37.897734,0.0 -122.059263,37.842197,0.0 -122.048815,37.823501,0.0 -122.040018,37.821302,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90049,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.470261,34.042045,0.0 -118.484008,34.041495,0.0 -118.495555,34.048643,0.0 -118.525248,34.128375,0.0 -118.480709,34.130024,0.0 -118.47576,34.126175,0.0 -118.454865,34.076687,0.0 -118.449916,34.060741,0.0 -118.451566,34.056342,0.0 -118.470261,34.042045,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.650955,34.0195,0.0 -117.566825,33.985958,0.0 -117.655354,33.924923,0.0 -117.745533,34.02005,0.0 -117.707042,34.046444,0.0 -117.703743,34.046994,0.0 -117.650955,34.0195,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90405,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.482908,34.012352,0.0 -118.453215,34.028298,0.0 -118.444417,34.017851,0.0 -118.455965,34.009603,0.0 -118.485108,33.994756,0.0 -118.493356,34.005204,0.0 -118.482908,34.012352,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90745,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.233817,33.846841,0.0 -118.237666,33.800652,0.0 -118.287155,33.797903,0.0 -118.287704,33.8089,0.0 -118.284955,33.846291,0.0 -118.280556,33.85344,0.0 -118.233817,33.846841,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94602,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.222574,37.795458,0.0 -122.234671,37.799857,0.0 -122.214876,37.812504,0.0 -122.178035,37.804256,0.0 -122.177485,37.803156,0.0 -122.209927,37.788309,0.0 -122.222574,37.795458,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95631,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.033755,38.933139,0.0 -120.955674,38.991975,0.0 -120.841301,39.145389,0.0 -120.814357,39.178381,0.0 -120.794562,39.200376,0.0 -120.75937,39.188278,0.0 -120.556468,39.219621,0.0 -120.277684,39.188278,0.0 -120.316175,39.063458,0.0 -120.260638,39.023317,0.0 -120.54877,38.920492,0.0 -120.748373,39.009571,0.0 -120.902336,38.952934,0.0 -120.943577,38.935888,0.0 -121.037604,38.915543,0.0 -121.033755,38.933139,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92551,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.208859,33.902928,0.0 -117.208859,33.858938,0.0 -117.244051,33.860038,0.0 -117.243501,33.902928,0.0 -117.208859,33.902928,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91387,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.413075,34.374166,0.0 -118.464763,34.405509,0.0 -118.420773,34.453348,0.0 -118.376783,34.423655,0.0 -118.413075,34.374166,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92673,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.655354,33.459733,0.0 -117.666351,33.466881,0.0 -117.580022,33.453684,0.0 -117.655354,33.459733,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90067,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.406476,34.052492,0.0 -118.416374,34.053042,0.0 -118.418574,34.06129,0.0 -118.414175,34.06459,0.0 -118.407026,34.053592,0.0 -118.406476,34.052492,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.470811,34.041495,0.0 -118.470261,34.042045,0.0 -118.451566,34.056342,0.0 -118.447717,34.057991,0.0 -118.418574,34.06129,0.0 -118.416374,34.053042,0.0 -118.457614,34.031597,0.0 -118.470811,34.041495,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94019,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.500259,37.499078,0.0 -122.461218,37.566162,0.0 -122.443072,37.594205,0.0 -122.434274,37.610701,0.0 -122.407881,37.585957,0.0 -122.361142,37.53152,0.0 -122.346295,37.511725,0.0 -122.402382,37.356661,0.0 -122.500259,37.499078,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90732,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.302001,33.760511,0.0 -118.309149,33.775358,0.0 -118.297602,33.781956,0.0 -118.293753,33.76656,0.0 -118.302001,33.760511,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.333344,33.722021,0.0 -118.301451,33.757212,0.0 -118.311349,33.713773,0.0 -118.333344,33.722021,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
94538,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.962486,37.565062,0.0 -121.917396,37.458387,0.0 -121.926194,37.454538,0.0 -121.959736,37.463886,0.0 -122.024071,37.483132,0.0 -122.002076,37.52987,0.0 -121.962486,37.565062,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95356,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.976019,37.688783,0.0 -121.054101,37.682734,0.0 -121.074446,37.69978,0.0 -121.103589,37.725624,0.0 -121.108538,37.728923,0.0 -121.065098,37.736072,0.0 -120.995814,37.759166,0.0 -120.979318,37.732773,0.0 -120.976019,37.695931,0.0 -120.976019,37.688783,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94122,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.456819,37.763565,0.0 -122.463417,37.753118,0.0 -122.510156,37.749818,0.0 -122.513456,37.771263,0.0 -122.475515,37.772913,0.0 -122.45462,37.774563,0.0 -122.456819,37.763565,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91791,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.917092,34.050293,0.0 -117.916542,34.084935,0.0 -117.903345,34.078886,0.0 -117.872553,34.077237,0.0 -117.862655,34.051943,0.0 -117.890148,34.039296,0.0 -117.914343,34.047544,0.0 -117.917092,34.050293,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95019,
95315,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.795662,37.394053,0.0 -120.811608,37.44684,0.0 -120.738475,37.460587,0.0 -120.709882,37.408899,0.0 -120.795662,37.394053,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95134,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.915197,37.396252,0.0 -121.938292,37.380306,0.0 -121.968534,37.418797,0.0 -121.974583,37.459487,0.0 -121.959736,37.463886,0.0 -121.926194,37.454538,0.0 -121.915197,37.396252,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93060,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.235131,34.332926,0.0 -119.229632,34.40331,0.0 -119.084466,34.436852,0.0 -118.974492,34.422555,0.0 -118.981091,34.354371,0.0 -119.130105,34.286737,0.0 -119.19609,34.287837,0.0 -119.235131,34.332926,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94579,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.132946,37.690433,0.0 -122.163188,37.670087,0.0 -122.183534,37.690982,0.0 -122.159339,37.705279,0.0 -122.132946,37.690433,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90503,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.328395,33.822097,0.0 -118.373484,33.828145,0.0 -118.375684,33.858388,0.0 -118.353689,33.858388,0.0 -118.327845,33.858388,0.0 -118.328395,33.822097,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94945,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.486512,38.100636,0.0 -122.540949,38.073692,0.0 -122.614632,38.119881,0.0 -122.582189,38.185865,0.0 -122.488162,38.108884,0.0 -122.486512,38.100636,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93455,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.159462,34.734881,0.0 -120.157263,34.686493,0.0 -120.304078,34.748078,0.0 -120.455842,34.761275,0.0 -120.625752,34.902592,0.0 -120.558118,34.957579,0.0 -120.436047,34.920737,0.0 -120.323873,34.787119,0.0 -120.21005,34.809663,0.0 -120.159462,34.734881,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94118,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.45462,37.774563,0.0 -122.475515,37.772913,0.0 -122.476614,37.78721,0.0 -122.447471,37.791609,0.0 -122.444722,37.776762,0.0 -122.45462,37.774563,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95747,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.308141,38.723638,0.0 -121.30924,38.722539,0.0 -121.397219,38.729687,0.0 -121.451107,38.751682,0.0 -121.415365,38.846259,0.0 -121.321887,38.807219,0.0 -121.313639,38.795121,0.0 -121.308141,38.723638,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90035,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.370185,34.041495,0.0 -118.398778,34.040395,0.0 -118.406476,34.052492,0.0 -118.407026,34.053592,0.0 -118.38998,34.056891,0.0 -118.376234,34.059641,0.0 -118.364136,34.057991,0.0 -118.370185,34.041495,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90278,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.353689,33.858388,0.0 -118.375684,33.858388,0.0 -118.38998,33.854539,0.0 -118.39163,33.872685,0.0 -118.378983,33.89468,0.0 -118.352589,33.872685,0.0 -118.353689,33.858388,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92595,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.29189,33.654936,0.0 -117.263846,33.668683,0.0 -117.211059,33.607648,0.0 -117.307286,33.5983,0.0 -117.29189,33.654936,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94117,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.456819,37.763565,0.0 -122.45462,37.774563,0.0 -122.444722,37.776762,0.0 -122.428776,37.778962,0.0 -122.428226,37.769614,0.0 -122.45132,37.759716,0.0 -122.456819,37.763565,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93637,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.274385,36.996497,0.0 -120.153963,37.039386,0.0 -119.933465,36.844732,0.0 -120.024744,36.816689,0.0 -120.16881,36.804042,0.0 -120.340919,36.859029,0.0 -120.274385,36.996497,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95337,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.298793,37.778412,0.0 -121.250404,37.809754,0.0 -121.176172,37.770164,0.0 -121.175622,37.70308,0.0 -121.238857,37.664039,0.0 -121.298793,37.778412,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91320,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.061372,34.085485,0.0 -119.06797,34.093183,0.0 -119.036627,34.130574,0.0 -118.932152,34.213604,0.0 -118.884863,34.180062,0.0 -118.9415,34.123976,0.0 -119.012433,34.068989,0.0 -119.061372,34.085485,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93940,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.756834,36.554951,0.0 -121.788177,36.552751,0.0 -121.914647,36.578045,0.0 -121.921246,36.593442,0.0 -121.9009,36.618736,0.0 -121.858011,36.612687,0.0 -121.829417,36.596741,0.0 -121.756834,36.554951,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94591,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.228623,38.12593,0.0 -122.214876,38.155073,0.0 -122.195631,38.155073,0.0 -122.170887,38.140226,0.0 -122.20058,38.061595,0.0 -122.226423,38.064894,0.0 -122.228623,38.12593,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93926,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.335634,36.623685,0.0 -121.300442,36.506012,0.0 -121.526439,36.513711,0.0 -121.488498,36.569797,0.0 -121.335634,36.623685,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95124,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.90365,37.226342,0.0 -121.949839,37.256035,0.0 -121.922345,37.282429,0.0 -121.905849,37.270882,0.0 -121.898701,37.232941,0.0 -121.90365,37.226342,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94939,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-122.500259,37.946672,0.0 -122.502458,37.942823,0.0 -122.515105,37.943923,0.0 -122.509607,37.952171,0.0 -122.500259,37.946672,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-122.5371,37.924127,0.0 -122.553046,37.927427,0.0 -122.530502,37.943373,0.0 -122.516755,37.941173,0.0 -122.516205,37.940623,0.0 -122.5371,37.924127,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
94123,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.446371,37.792708,0.0 -122.448571,37.807005,0.0 -122.426576,37.807555,0.0 -122.429875,37.794908,0.0 -122.446371,37.792708,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95677,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.204765,38.775326,0.0 -121.232258,38.75663,0.0 -121.255903,38.765428,0.0 -121.268,38.794022,0.0 -121.232808,38.823165,0.0 -121.204765,38.775326,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92835,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.920941,33.886432,0.0 -117.941836,33.880933,0.0 -117.947335,33.907877,0.0 -117.92424,33.917224,0.0 -117.863755,33.907327,0.0 -117.876952,33.896329,0.0 -117.920941,33.886432,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
96001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.36719,40.585498,0.0 -122.36774,40.505217,0.0 -122.550847,40.489821,0.0 -122.566793,40.539309,0.0 -122.514555,40.606393,0.0 -122.510156,40.615741,0.0 -122.563494,40.689424,0.0 -122.447471,40.741111,0.0 -122.418878,40.718567,0.0 -122.36719,40.585498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95843,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.401618,38.704393,0.0 -121.397219,38.729687,0.0 -121.30924,38.722539,0.0 -121.327936,38.707142,0.0 -121.363677,38.703843,0.0 -121.401618,38.704393,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95020,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.425813,37.049284,0.0 -121.403268,36.962405,0.0 -121.511592,36.948108,0.0 -121.581426,36.900819,0.0 -121.763433,37.050384,0.0 -121.614418,37.049834,0.0 -121.552833,37.123517,0.0 -121.425813,37.049284,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
